ids,kpts
H_Fe_MN1C_ads_0.00V_bias_1_kpt_61,1
CO_Pt_MN1C_ads_0.00V_bias_1_kpt_90,1
COOH_Cu_MN1C_ads_-1.00V_bias_1_kpt_24,1
CO_Fe_MN1C_ads_-0.50V_bias_1_kpt_44,1
N2_Pt_MN1C_ads_0.00V_bias_1_kpt_69,1
N2_Pt_MN1C_ads_-1.00V_bias_1_kpt_8,1
NH3_Ni_MN1C_ads_-1.00V_bias_1_kpt_16,1
NH3_Co_MN1C_ads_-1.00V_bias_1_kpt_85,1
CO2_Pt_MN1C_ads_-0.50V_bias_1_kpt_55,1
N2_Pt_MN1C_ads_-0.50V_bias_1_kpt_83,1
CO2_Cu_MN1C_ads_0.00V_bias_1_kpt_24,1
NH3_Ni_MN1C_ads_-1.00V_bias_1_kpt_3,1
CO_Cu_MN1C_ads_-1.00V_bias_1_kpt_17,1
N2_Cu_MN1C_ads_-1.00V_bias_1_kpt_46,1
CO2_Pt_MN1C_ads_-1.00V_bias_1_kpt_46,1
H_Pt_MN1C_ads_-1.00V_bias_1_kpt_54,1
NH3_Mo_MN1C_ads_0.00V_bias_1_kpt_51,1
N2_Ni_MN1C_ads_-1.00V_bias_1_kpt_2,1
N2H_Ni_MN1C_ads_-0.50V_bias_1_kpt_27,1
CO2_Pt_MN1C_ads_0.00V_bias_1_kpt_2,1
COOH_Cu_MN1C_ads_-0.50V_bias_1_kpt_23,1
COOH_Co_MN1C_ads_-0.50V_bias_1_kpt_84,1
COOH_Cu_MN1C_ads_-0.50V_bias_1_kpt_35,1
NH3_Co_MN1C_ads_-1.00V_bias_1_kpt_63,1
H_Cu_MN1C_ads_-0.50V_bias_1_kpt_26,1
CO_Cu_MN1C_ads_0.00V_bias_1_kpt_27,1
NH3_Fe_MN1C_ads_0.00V_bias_1_kpt_84,1
COOH_Mo_MN1C_ads_0.00V_bias_1_kpt_70,1
N2_Ni_MN1C_ads_0.00V_bias_1_kpt_17,1
CO_Pt_MN1C_ads_0.00V_bias_1_kpt_13,1
N2H_Ni_MN1C_ads_-0.50V_bias_1_kpt_81,1
H_Cu_MN1C_ads_-0.50V_bias_1_kpt_57,1
COOH_Fe_MN1C_ads_-0.50V_bias_1_kpt_77,1
CO_Ni_MN1C_ads_-0.50V_bias_1_kpt_87,1
CO2_Ni_MN1C_ads_-1.00V_bias_1_kpt_65,1
NH3_Cu_MN1C_ads_-1.00V_bias_1_kpt_52,1
NH3_Cu_MN1C_ads_-1.00V_bias_1_kpt_86,1
N2H_Ni_MN1C_ads_-1.00V_bias_1_kpt_54,1
N2_Fe_MN1C_ads_-0.50V_bias_1_kpt_83,1
N2H_Pt_MN1C_ads_-1.00V_bias_1_kpt_55,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_48,1
CO2_Cu_MN1C_ads_-0.50V_bias_1_kpt_32,1
CO_Cu_MN1C_ads_-0.50V_bias_1_kpt_75,1
NH3_Cu_MN1C_ads_0.00V_bias_1_kpt_42,1
N2H_Mo_MN1C_ads_0.00V_bias_1_kpt_4,1
NH3_Fe_MN1C_ads_-0.50V_bias_1_kpt_45,1
COOH_Co_MN1C_ads_0.00V_bias_1_kpt_64,1
N2H_Ni_MN1C_ads_-0.50V_bias_1_kpt_0,1
CO_Ni_MN1C_ads_-0.50V_bias_1_kpt_69,1
N2_Pt_MN1C_ads_-1.00V_bias_1_kpt_69,1
NH3_Co_MN1C_ads_-1.00V_bias_1_kpt_48,1
NH3_Co_MN1C_ads_0.00V_bias_1_kpt_76,1
NH3_Ni_MN1C_ads_-0.50V_bias_1_kpt_18,1
CO2_Fe_MN1C_ads_-1.00V_bias_1_kpt_36,1
N2H_Ni_MN1C_ads_0.00V_bias_1_kpt_36,1
CO2_Cu_MN1C_ads_0.00V_bias_1_kpt_11,1
CO2_Co_MN1C_ads_-0.50V_bias_1_kpt_2,1
N2H_Co_MN1C_ads_-0.50V_bias_1_kpt_73,1
CO_Mo_MN1C_ads_-1.00V_bias_1_kpt_16,1
CO2_Cu_MN1C_ads_0.00V_bias_1_kpt_86,1
CO_Fe_MN1C_ads_-0.50V_bias_1_kpt_82,1
COOH_Pt_MN1C_ads_-1.00V_bias_1_kpt_58,1
CO_Mo_MN1C_ads_0.00V_bias_1_kpt_62,1
CO2_Cu_MN1C_ads_-1.00V_bias_1_kpt_77,1
H_Pt_MN1C_ads_-1.00V_bias_1_kpt_10,1
N2_Pt_MN1C_ads_-0.50V_bias_1_kpt_76,1
COOH_Pt_MN1C_ads_-1.00V_bias_1_kpt_80,1
CO_Ni_MN1C_ads_-1.00V_bias_1_kpt_10,1
CO_Pt_MN1C_ads_-0.50V_bias_1_kpt_8,1
N2_Co_MN1C_ads_-1.00V_bias_1_kpt_20,1
CO2_Cu_MN1C_ads_-0.50V_bias_1_kpt_53,1
CO2_Fe_MN1C_ads_0.00V_bias_1_kpt_52,1
H_Co_MN1C_ads_-1.00V_bias_1_kpt_7,1
COOH_Co_MN1C_ads_-1.00V_bias_1_kpt_39,1
H_Fe_MN1C_ads_-1.00V_bias_1_kpt_50,1
CO_Ni_MN1C_ads_0.00V_bias_1_kpt_29,1
NH3_Cu_MN1C_ads_-0.50V_bias_1_kpt_12,1
CO2_Co_MN1C_ads_-0.50V_bias_1_kpt_51,1
N2H_Ni_MN1C_ads_0.00V_bias_1_kpt_44,1
H_Ni_MN1C_ads_0.00V_bias_1_kpt_17,1
H_Cu_MN1C_ads_-1.00V_bias_1_kpt_59,1
H_Pt_MN1C_ads_-1.00V_bias_1_kpt_31,1
NH3_Co_MN1C_ads_-1.00V_bias_1_kpt_71,1
COOH_Co_MN1C_ads_-1.00V_bias_1_kpt_59,1
CO2_Co_MN1C_ads_-1.00V_bias_1_kpt_18,1
COOH_Fe_MN1C_ads_-0.50V_bias_1_kpt_42,1
COOH_Cu_MN1C_ads_0.00V_bias_1_kpt_63,1
N2_Co_MN1C_ads_-1.00V_bias_1_kpt_59,1
CO2_Fe_MN1C_ads_-0.50V_bias_1_kpt_53,1
CO2_Fe_MN1C_ads_-1.00V_bias_1_kpt_80,1
N2_Ni_MN1C_ads_0.00V_bias_1_kpt_50,1
CO2_Mo_MN1C_ads_0.00V_bias_1_kpt_55,1
H_Fe_MN1C_ads_-1.00V_bias_1_kpt_56,1
CO2_Co_MN1C_ads_-0.50V_bias_1_kpt_82,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_47,1
H_Co_MN1C_ads_-0.50V_bias_1_kpt_41,1
NH3_Mo_MN1C_ads_-0.50V_bias_1_kpt_33,1
NH3_Mo_MN1C_ads_-1.00V_bias_1_kpt_34,1
NH3_Fe_MN1C_ads_-0.50V_bias_1_kpt_65,1
N2H_Pt_MN1C_ads_-0.50V_bias_1_kpt_17,1
CO_Pt_MN1C_ads_-1.00V_bias_1_kpt_42,1
N2_Mo_MN1C_ads_-0.50V_bias_1_kpt_57,1
COOH_Fe_MN1C_ads_-1.00V_bias_1_kpt_63,1
H_Ni_MN1C_ads_-1.00V_bias_1_kpt_38,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_55,1
N2H_Co_MN1C_ads_-0.50V_bias_1_kpt_44,1
N2_Cu_MN1C_ads_-1.00V_bias_1_kpt_56,1
CO_Mo_MN1C_ads_-0.50V_bias_1_kpt_14,1
N2H_Pt_MN1C_ads_-1.00V_bias_1_kpt_6,1
N2H_Cu_MN1C_ads_-0.50V_bias_1_kpt_71,1
CO_Pt_MN1C_ads_-1.00V_bias_1_kpt_63,1
CO_Co_MN1C_ads_0.00V_bias_1_kpt_52,1
CO_Mo_MN1C_ads_0.00V_bias_1_kpt_72,1
COOH_Co_MN1C_ads_-1.00V_bias_1_kpt_23,1
N2H_Cu_MN1C_ads_-0.50V_bias_1_kpt_61,1
H_Co_MN1C_ads_-1.00V_bias_1_kpt_75,1
NH3_Co_MN1C_ads_-0.50V_bias_1_kpt_14,1
N2_Co_MN1C_ads_-1.00V_bias_1_kpt_47,1
N2_Ni_MN1C_ads_-1.00V_bias_1_kpt_47,1
N2_Mo_MN1C_ads_-1.00V_bias_1_kpt_21,1
H_Mo_MN1C_ads_-1.00V_bias_1_kpt_70,1
N2H_Cu_MN1C_ads_-0.50V_bias_1_kpt_62,1
H_Fe_MN1C_ads_-1.00V_bias_1_kpt_76,1
NH3_Mo_MN1C_ads_-0.50V_bias_1_kpt_82,1
CO2_Fe_MN1C_ads_-1.00V_bias_1_kpt_34,1
COOH_Co_MN1C_ads_0.00V_bias_1_kpt_85,1
CO_Cu_MN1C_ads_-1.00V_bias_1_kpt_84,1
CO2_Co_MN1C_ads_-0.50V_bias_1_kpt_38,1
NH3_Cu_MN1C_ads_0.00V_bias_1_kpt_60,1
NH3_Fe_MN1C_ads_-0.50V_bias_1_kpt_71,1
NH3_Cu_MN1C_ads_0.00V_bias_1_kpt_20,1
CO2_Co_MN1C_ads_-1.00V_bias_1_kpt_17,1
H_Ni_MN1C_ads_-1.00V_bias_1_kpt_83,1
CO_Pt_MN1C_ads_-1.00V_bias_1_kpt_2,1
NH3_Ni_MN1C_ads_-1.00V_bias_1_kpt_19,1
H_Fe_MN1C_ads_-0.50V_bias_1_kpt_4,1
CO2_Fe_MN1C_ads_0.00V_bias_1_kpt_83,1
NH3_Co_MN1C_ads_-1.00V_bias_1_kpt_15,1
CO2_Cu_MN1C_ads_-0.50V_bias_1_kpt_46,1
CO2_Pt_MN1C_ads_0.00V_bias_1_kpt_11,1
H_Fe_MN1C_ads_0.00V_bias_1_kpt_62,1
H_Ni_MN1C_ads_0.00V_bias_1_kpt_74,1
N2_Cu_MN1C_ads_-1.00V_bias_1_kpt_87,1
CO2_Co_MN1C_ads_-0.50V_bias_1_kpt_84,1
NH3_Cu_MN1C_ads_0.00V_bias_1_kpt_25,1
CO2_Cu_MN1C_ads_0.00V_bias_1_kpt_69,1
N2_Mo_MN1C_ads_-0.50V_bias_1_kpt_83,1
NH3_Ni_MN1C_ads_-0.50V_bias_1_kpt_52,1
COOH_Ni_MN1C_ads_0.00V_bias_1_kpt_85,1
N2H_Cu_MN1C_ads_-1.00V_bias_1_kpt_55,1
N2H_Mo_MN1C_ads_-1.00V_bias_1_kpt_16,1
CO_Ni_MN1C_ads_-0.50V_bias_1_kpt_46,1
CO2_Ni_MN1C_ads_-0.50V_bias_1_kpt_47,1
CO2_Cu_MN1C_ads_-0.50V_bias_1_kpt_68,1
N2_Cu_MN1C_ads_0.00V_bias_1_kpt_34,1
H_Cu_MN1C_ads_-0.50V_bias_1_kpt_19,1
CO_Co_MN1C_ads_-0.50V_bias_1_kpt_36,1
N2_Fe_MN1C_ads_-0.50V_bias_1_kpt_27,1
H_Co_MN1C_ads_0.00V_bias_1_kpt_6,1
N2_Ni_MN1C_ads_0.00V_bias_1_kpt_57,1
N2_Fe_MN1C_ads_-1.00V_bias_1_kpt_59,1
CO2_Fe_MN1C_ads_-0.50V_bias_1_kpt_57,1
COOH_Cu_MN1C_ads_0.00V_bias_1_kpt_27,1
CO2_Cu_MN1C_ads_0.00V_bias_1_kpt_23,1
NH3_Co_MN1C_ads_-0.50V_bias_1_kpt_11,1
COOH_Pt_MN1C_ads_0.00V_bias_1_kpt_85,1
COOH_Fe_MN1C_ads_-1.00V_bias_1_kpt_22,1
CO_Ni_MN1C_ads_0.00V_bias_1_kpt_77,1
NH3_Pt_MN1C_ads_-0.50V_bias_1_kpt_13,1
N2H_Mo_MN1C_ads_-1.00V_bias_1_kpt_63,1
CO_Pt_MN1C_ads_-0.50V_bias_1_kpt_59,1
N2H_Mo_MN1C_ads_-1.00V_bias_1_kpt_66,1
CO_Mo_MN1C_ads_-1.00V_bias_1_kpt_30,1
NH3_Co_MN1C_ads_-0.50V_bias_1_kpt_26,1
CO2_Mo_MN1C_ads_-1.00V_bias_1_kpt_11,1
CO_Pt_MN1C_ads_0.00V_bias_1_kpt_73,1
N2H_Co_MN1C_ads_-1.00V_bias_1_kpt_59,1
N2_Ni_MN1C_ads_-1.00V_bias_1_kpt_59,1
N2H_Cu_MN1C_ads_0.00V_bias_1_kpt_42,1
COOH_Ni_MN1C_ads_0.00V_bias_1_kpt_72,1
COOH_Ni_MN1C_ads_-1.00V_bias_1_kpt_79,1
COOH_Ni_MN1C_ads_-1.00V_bias_1_kpt_71,1
N2_Mo_MN1C_ads_0.00V_bias_1_kpt_29,1
N2H_Mo_MN1C_ads_-0.50V_bias_1_kpt_48,1
H_Co_MN1C_ads_-1.00V_bias_1_kpt_66,1
CO_Fe_MN1C_ads_0.00V_bias_1_kpt_45,1
N2H_Ni_MN1C_ads_0.00V_bias_1_kpt_55,1
CO2_Mo_MN1C_ads_-0.50V_bias_1_kpt_60,1
CO2_Ni_MN1C_ads_-0.50V_bias_1_kpt_50,1
N2_Cu_MN1C_ads_-0.50V_bias_1_kpt_3,1
CO_Co_MN1C_ads_-0.50V_bias_1_kpt_82,1
CO_Mo_MN1C_ads_-0.50V_bias_1_kpt_0,1
CO_Pt_MN1C_ads_-1.00V_bias_1_kpt_10,1
CO2_Pt_MN1C_ads_-1.00V_bias_1_kpt_42,1
CO2_Pt_MN1C_ads_-1.00V_bias_1_kpt_66,1
CO_Mo_MN1C_ads_-1.00V_bias_1_kpt_34,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_9,1
N2H_Ni_MN1C_ads_-1.00V_bias_1_kpt_60,1
COOH_Mo_MN1C_ads_0.00V_bias_1_kpt_1,1
COOH_Ni_MN1C_ads_-0.50V_bias_1_kpt_58,1
NH3_Co_MN1C_ads_0.00V_bias_1_kpt_10,1
NH3_Co_MN1C_ads_-0.50V_bias_1_kpt_80,1
CO2_Fe_MN1C_ads_-0.50V_bias_1_kpt_16,1
N2_Cu_MN1C_ads_-1.00V_bias_1_kpt_7,1
H_Pt_MN1C_ads_0.00V_bias_1_kpt_4,1
N2H_Pt_MN1C_ads_0.00V_bias_1_kpt_74,1
N2H_Cu_MN1C_ads_0.00V_bias_1_kpt_55,1
CO2_Pt_MN1C_ads_-0.50V_bias_1_kpt_50,1
CO2_Fe_MN1C_ads_0.00V_bias_1_kpt_1,1
H_Mo_MN1C_ads_-1.00V_bias_1_kpt_38,1
N2H_Co_MN1C_ads_0.00V_bias_1_kpt_16,1
COOH_Pt_MN1C_ads_-0.50V_bias_1_kpt_38,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_34,1
NH3_Fe_MN1C_ads_-1.00V_bias_1_kpt_86,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_85,1
CO_Co_MN1C_ads_-0.50V_bias_1_kpt_47,1
CO_Mo_MN1C_ads_-0.50V_bias_1_kpt_56,1
H_Mo_MN1C_ads_-1.00V_bias_1_kpt_59,1
N2H_Fe_MN1C_ads_0.00V_bias_1_kpt_40,1
H_Co_MN1C_ads_-0.50V_bias_1_kpt_47,1
CO2_Mo_MN1C_ads_-0.50V_bias_1_kpt_35,1
NH3_Fe_MN1C_ads_0.00V_bias_1_kpt_45,1
N2H_Pt_MN1C_ads_-1.00V_bias_1_kpt_16,1
NH3_Cu_MN1C_ads_-0.50V_bias_1_kpt_62,1
N2H_Fe_MN1C_ads_-1.00V_bias_1_kpt_64,1
N2_Pt_MN1C_ads_-0.50V_bias_1_kpt_89,1
CO2_Ni_MN1C_ads_-0.50V_bias_1_kpt_41,1
COOH_Cu_MN1C_ads_-1.00V_bias_1_kpt_17,1
N2_Co_MN1C_ads_-1.00V_bias_1_kpt_7,1
N2_Ni_MN1C_ads_-0.50V_bias_1_kpt_42,1
CO2_Pt_MN1C_ads_-1.00V_bias_1_kpt_37,1
CO2_Mo_MN1C_ads_-0.50V_bias_1_kpt_64,1
N2_Fe_MN1C_ads_0.00V_bias_1_kpt_21,1
CO_Pt_MN1C_ads_-1.00V_bias_1_kpt_5,1
CO_Co_MN1C_ads_-0.50V_bias_1_kpt_14,1
H_Mo_MN1C_ads_-1.00V_bias_1_kpt_35,1
N2_Fe_MN1C_ads_-0.50V_bias_1_kpt_40,1
N2H_Pt_MN1C_ads_0.00V_bias_1_kpt_54,1
N2H_Ni_MN1C_ads_0.00V_bias_1_kpt_28,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_21,1
CO_Ni_MN1C_ads_0.00V_bias_1_kpt_36,1
NH3_Mo_MN1C_ads_-1.00V_bias_1_kpt_0,1
N2H_Pt_MN1C_ads_-0.50V_bias_1_kpt_28,1
N2_Fe_MN1C_ads_-1.00V_bias_1_kpt_7,1
COOH_Mo_MN1C_ads_0.00V_bias_1_kpt_53,1
N2H_Ni_MN1C_ads_0.00V_bias_1_kpt_24,1
CO2_Fe_MN1C_ads_-0.50V_bias_1_kpt_8,1
CO_Co_MN1C_ads_-1.00V_bias_1_kpt_32,1
CO_Fe_MN1C_ads_0.00V_bias_1_kpt_29,1
NH3_Co_MN1C_ads_-0.50V_bias_1_kpt_27,1
CO2_Cu_MN1C_ads_-0.50V_bias_1_kpt_8,1
CO2_Fe_MN1C_ads_0.00V_bias_1_kpt_74,1
COOH_Co_MN1C_ads_0.00V_bias_1_kpt_37,1
H_Fe_MN1C_ads_-0.50V_bias_1_kpt_25,1
H_Fe_MN1C_ads_-1.00V_bias_1_kpt_28,1
N2H_Co_MN1C_ads_-0.50V_bias_1_kpt_29,1
COOH_Pt_MN1C_ads_-1.00V_bias_1_kpt_33,1
COOH_Fe_MN1C_ads_0.00V_bias_1_kpt_19,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_25,1
COOH_Co_MN1C_ads_0.00V_bias_1_kpt_60,1
N2_Mo_MN1C_ads_-1.00V_bias_1_kpt_60,1
COOH_Cu_MN1C_ads_-0.50V_bias_1_kpt_38,1
COOH_Mo_MN1C_ads_-0.50V_bias_1_kpt_61,1
N2H_Fe_MN1C_ads_-1.00V_bias_1_kpt_56,1
COOH_Cu_MN1C_ads_-0.50V_bias_1_kpt_43,1
N2H_Mo_MN1C_ads_-0.50V_bias_1_kpt_8,1
H_Co_MN1C_ads_0.00V_bias_1_kpt_62,1
NH3_Cu_MN1C_ads_0.00V_bias_1_kpt_16,1
CO_Co_MN1C_ads_0.00V_bias_1_kpt_49,1
N2_Mo_MN1C_ads_-0.50V_bias_1_kpt_10,1
CO2_Mo_MN1C_ads_0.00V_bias_1_kpt_54,1
H_Pt_MN1C_ads_-0.50V_bias_1_kpt_26,1
COOH_Ni_MN1C_ads_-1.00V_bias_1_kpt_17,1
NH3_Pt_MN1C_ads_-0.50V_bias_1_kpt_19,1
CO_Ni_MN1C_ads_-1.00V_bias_1_kpt_60,1
H_Co_MN1C_ads_-0.50V_bias_1_kpt_10,1
NH3_Ni_MN1C_ads_0.00V_bias_1_kpt_57,1
COOH_Cu_MN1C_ads_-1.00V_bias_1_kpt_43,1
COOH_Mo_MN1C_ads_0.00V_bias_1_kpt_69,1
CO2_Mo_MN1C_ads_-0.50V_bias_1_kpt_34,1
H_Mo_MN1C_ads_-0.50V_bias_1_kpt_31,1
CO2_Pt_MN1C_ads_-0.50V_bias_1_kpt_67,1
CO_Co_MN1C_ads_-0.50V_bias_1_kpt_28,1
N2_Mo_MN1C_ads_-1.00V_bias_1_kpt_37,1
CO2_Pt_MN1C_ads_-1.00V_bias_1_kpt_48,1
H_Co_MN1C_ads_0.00V_bias_1_kpt_39,1
CO_Co_MN1C_ads_-0.50V_bias_1_kpt_88,1
CO2_Mo_MN1C_ads_0.00V_bias_1_kpt_7,1
N2H_Ni_MN1C_ads_-1.00V_bias_1_kpt_22,1
N2_Pt_MN1C_ads_-0.50V_bias_1_kpt_19,1
CO2_Fe_MN1C_ads_0.00V_bias_1_kpt_27,1
NH3_Mo_MN1C_ads_-0.50V_bias_1_kpt_20,1
N2_Ni_MN1C_ads_-1.00V_bias_1_kpt_73,1
CO2_Cu_MN1C_ads_-0.50V_bias_1_kpt_78,1
CO_Pt_MN1C_ads_0.00V_bias_1_kpt_30,1
N2_Ni_MN1C_ads_-0.50V_bias_1_kpt_17,1
CO2_Co_MN1C_ads_-1.00V_bias_1_kpt_26,1
COOH_Pt_MN1C_ads_-0.50V_bias_1_kpt_80,1
N2H_Mo_MN1C_ads_-1.00V_bias_1_kpt_44,1
COOH_Mo_MN1C_ads_0.00V_bias_1_kpt_34,1
CO_Mo_MN1C_ads_0.00V_bias_1_kpt_54,1
CO2_Pt_MN1C_ads_-0.50V_bias_1_kpt_78,1
COOH_Cu_MN1C_ads_-0.50V_bias_1_kpt_39,1
CO2_Pt_MN1C_ads_-0.50V_bias_1_kpt_65,1
COOH_Fe_MN1C_ads_-1.00V_bias_1_kpt_19,1
N2H_Co_MN1C_ads_0.00V_bias_1_kpt_5,1
H_Mo_MN1C_ads_-1.00V_bias_1_kpt_50,1
H_Ni_MN1C_ads_0.00V_bias_1_kpt_80,1
CO_Cu_MN1C_ads_-0.50V_bias_1_kpt_33,1
COOH_Co_MN1C_ads_-0.50V_bias_1_kpt_80,1
CO_Fe_MN1C_ads_-1.00V_bias_1_kpt_7,1
COOH_Mo_MN1C_ads_0.00V_bias_1_kpt_25,1
NH3_Ni_MN1C_ads_0.00V_bias_1_kpt_63,1
N2_Cu_MN1C_ads_-0.50V_bias_1_kpt_43,1
CO_Fe_MN1C_ads_-0.50V_bias_1_kpt_16,1
CO2_Pt_MN1C_ads_0.00V_bias_1_kpt_4,1
COOH_Fe_MN1C_ads_-0.50V_bias_1_kpt_78,1
H_Cu_MN1C_ads_0.00V_bias_1_kpt_46,1
COOH_Mo_MN1C_ads_-1.00V_bias_1_kpt_50,1
NH3_Fe_MN1C_ads_-1.00V_bias_1_kpt_49,1
N2H_Pt_MN1C_ads_0.00V_bias_1_kpt_17,1
NH3_Pt_MN1C_ads_-1.00V_bias_1_kpt_69,1
CO_Cu_MN1C_ads_-1.00V_bias_1_kpt_33,1
NH3_Mo_MN1C_ads_-1.00V_bias_1_kpt_51,1
COOH_Mo_MN1C_ads_0.00V_bias_1_kpt_45,1
COOH_Pt_MN1C_ads_-0.50V_bias_1_kpt_27,1
N2_Ni_MN1C_ads_-1.00V_bias_1_kpt_67,1
N2H_Mo_MN1C_ads_0.00V_bias_1_kpt_56,1
CO_Cu_MN1C_ads_-1.00V_bias_1_kpt_29,1
N2_Co_MN1C_ads_-1.00V_bias_1_kpt_24,1
NH3_Mo_MN1C_ads_0.00V_bias_1_kpt_83,1
CO2_Fe_MN1C_ads_-0.50V_bias_1_kpt_88,1
COOH_Pt_MN1C_ads_-0.50V_bias_1_kpt_2,1
CO_Cu_MN1C_ads_-0.50V_bias_1_kpt_48,1
COOH_Pt_MN1C_ads_0.00V_bias_1_kpt_8,1
H_Ni_MN1C_ads_-1.00V_bias_1_kpt_31,1
CO_Mo_MN1C_ads_-0.50V_bias_1_kpt_42,1
N2H_Cu_MN1C_ads_-0.50V_bias_1_kpt_63,1
COOH_Ni_MN1C_ads_-1.00V_bias_1_kpt_19,1
NH3_Mo_MN1C_ads_0.00V_bias_1_kpt_85,1
N2_Cu_MN1C_ads_-0.50V_bias_1_kpt_24,1
COOH_Fe_MN1C_ads_-1.00V_bias_1_kpt_42,1
COOH_Co_MN1C_ads_-1.00V_bias_1_kpt_2,1
N2H_Cu_MN1C_ads_-1.00V_bias_1_kpt_78,1
CO2_Ni_MN1C_ads_-0.50V_bias_1_kpt_89,1
CO2_Ni_MN1C_ads_-1.00V_bias_1_kpt_26,1
CO_Cu_MN1C_ads_-0.50V_bias_1_kpt_70,1
CO2_Co_MN1C_ads_0.00V_bias_1_kpt_12,1
NH3_Mo_MN1C_ads_-1.00V_bias_1_kpt_50,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_8,1
CO_Co_MN1C_ads_0.00V_bias_1_kpt_68,1
COOH_Ni_MN1C_ads_0.00V_bias_1_kpt_2,1
N2H_Co_MN1C_ads_0.00V_bias_1_kpt_80,1
COOH_Mo_MN1C_ads_-1.00V_bias_1_kpt_33,1
H_Co_MN1C_ads_0.00V_bias_1_kpt_38,1
CO_Fe_MN1C_ads_-0.50V_bias_1_kpt_70,1
CO2_Pt_MN1C_ads_0.00V_bias_1_kpt_47,1
CO_Ni_MN1C_ads_-1.00V_bias_1_kpt_3,1
H_Co_MN1C_ads_0.00V_bias_1_kpt_72,1
CO_Pt_MN1C_ads_-0.50V_bias_1_kpt_43,1
COOH_Co_MN1C_ads_0.00V_bias_1_kpt_2,1
CO2_Mo_MN1C_ads_-0.50V_bias_1_kpt_30,1
H_Fe_MN1C_ads_0.00V_bias_1_kpt_60,1
H_Fe_MN1C_ads_-1.00V_bias_1_kpt_30,1
CO2_Cu_MN1C_ads_-1.00V_bias_1_kpt_71,1
COOH_Fe_MN1C_ads_0.00V_bias_1_kpt_12,1
CO2_Pt_MN1C_ads_-0.50V_bias_1_kpt_35,1
CO_Pt_MN1C_ads_0.00V_bias_1_kpt_37,1
N2_Cu_MN1C_ads_0.00V_bias_1_kpt_53,1
NH3_Fe_MN1C_ads_-1.00V_bias_1_kpt_3,1
N2_Fe_MN1C_ads_-0.50V_bias_1_kpt_16,1
N2H_Pt_MN1C_ads_0.00V_bias_1_kpt_83,1
N2H_Ni_MN1C_ads_-0.50V_bias_1_kpt_49,1
CO_Co_MN1C_ads_-0.50V_bias_1_kpt_67,1
COOH_Co_MN1C_ads_-1.00V_bias_1_kpt_7,1
N2_Ni_MN1C_ads_-0.50V_bias_1_kpt_82,1
N2H_Mo_MN1C_ads_-0.50V_bias_1_kpt_45,1
N2_Ni_MN1C_ads_-1.00V_bias_1_kpt_82,1
N2_Ni_MN1C_ads_0.00V_bias_1_kpt_74,1
CO2_Fe_MN1C_ads_0.00V_bias_1_kpt_61,1
CO_Co_MN1C_ads_0.00V_bias_1_kpt_37,1
COOH_Fe_MN1C_ads_-0.50V_bias_1_kpt_72,1
H_Ni_MN1C_ads_0.00V_bias_1_kpt_13,1
NH3_Fe_MN1C_ads_-0.50V_bias_1_kpt_34,1
CO2_Mo_MN1C_ads_0.00V_bias_1_kpt_37,1
N2H_Mo_MN1C_ads_-1.00V_bias_1_kpt_13,1
COOH_Co_MN1C_ads_-0.50V_bias_1_kpt_64,1
H_Ni_MN1C_ads_0.00V_bias_1_kpt_77,1
H_Mo_MN1C_ads_-1.00V_bias_1_kpt_40,1
N2_Mo_MN1C_ads_0.00V_bias_1_kpt_72,1
N2_Mo_MN1C_ads_-0.50V_bias_1_kpt_52,1
NH3_Co_MN1C_ads_0.00V_bias_1_kpt_9,1
CO2_Cu_MN1C_ads_0.00V_bias_1_kpt_53,1
N2_Cu_MN1C_ads_0.00V_bias_1_kpt_30,1
CO_Ni_MN1C_ads_-0.50V_bias_1_kpt_47,1
CO2_Fe_MN1C_ads_0.00V_bias_1_kpt_31,1
CO2_Cu_MN1C_ads_-1.00V_bias_1_kpt_80,1
CO2_Pt_MN1C_ads_-0.50V_bias_1_kpt_47,1
N2H_Mo_MN1C_ads_0.00V_bias_1_kpt_48,1
N2_Fe_MN1C_ads_-0.50V_bias_1_kpt_47,1
NH3_Mo_MN1C_ads_-0.50V_bias_1_kpt_22,1
H_Pt_MN1C_ads_-0.50V_bias_1_kpt_14,1
N2_Ni_MN1C_ads_-0.50V_bias_1_kpt_9,1
N2_Co_MN1C_ads_-0.50V_bias_1_kpt_23,1
H_Cu_MN1C_ads_-1.00V_bias_1_kpt_61,1
N2_Cu_MN1C_ads_0.00V_bias_1_kpt_90,1
H_Cu_MN1C_ads_-0.50V_bias_1_kpt_10,1
COOH_Pt_MN1C_ads_0.00V_bias_1_kpt_26,1
NH3_Fe_MN1C_ads_-1.00V_bias_1_kpt_21,1
N2H_Fe_MN1C_ads_-0.50V_bias_1_kpt_19,1
NH3_Ni_MN1C_ads_0.00V_bias_1_kpt_31,1
